url_commit, message
https://github.com/djmuhlestein/fx2lib/commit/29846719597293f181f1cd81374c41c2e46e65ec,"clean-all target

clean now only cleans the project directory. clean-all cleans the fx2 library
in addition.  This allows the firmware to be cleaned and rebuilt without having
to rebuild fx2lib every time."
https://github.com/djmuhlestein/fx2lib/commit/f49fb2fca6719b961290646f32889a4dae18bb9c,Merge branch 'master' of git@github.com:ubixum/fx2lib
https://github.com/djmuhlestein/fx2lib/commit/d415fdea0bfbfef1abcf8f9f4ff4e2d0cd7c18eb,Added .even to ensure word alignment in descriptors.
https://github.com/djmuhlestein/fx2lib/commit/e0b7c878f356d447d5c0ec35784835b76d60cf96,Updated clean target in Makefile
https://github.com/djmuhlestein/fx2lib/commit/1fd1a01136c511c7b96e29763bb2d9573300eaac,"Updated all examples to use a common make system to provide
targets for loading firmware, iic files etc to all examples uniformly."
https://github.com/djmuhlestein/fx2lib/commit/3cb46c6f08549fec7973e8db522e20ba20aef90d,Update example docs.  Inc fx2load version.
https://github.com/djmuhlestein/fx2lib/commit/582c8a9f3ce52b4dcd2d6b323bfa1d8b06b1b448,"Use assembly for light macros is slightly more efficient.  Update
examples for light compatibility."
https://github.com/djmuhlestein/fx2lib/commit/c2493fb4f6398f0d81a55fe2c1dd1588043aec01,Initial intro documentation
https://github.com/djmuhlestein/fx2lib/commit/239cc30e2ac283baac79f37f8efe2b1fcd19f31d,Allow retry if no ack after addr.  eeprom write needs a delay here.
https://github.com/djmuhlestein/fx2lib/commit/75ae91ac7bec91c3f31e52d99a087b7e8c9a1e4e,Changelog update.
https://github.com/djmuhlestein/fx2lib/commit/c50fe25fe006faaeb5ef3e6321db3731200c04a2,"Light macros to not require extern data byte.  Added fx1 memory
addresses for lights."
https://github.com/djmuhlestein/fx2lib/commit/f2409c10246996d078728faf55543a2ce6fd54e0,"Addition of cancel_i2c_trans global.  Modified i2c_read/write to watch
for cancel flag during any wait operation (like for STOP/DONE)."
https://github.com/djmuhlestein/fx2lib/commit/18de954f01d72154a7817c9e0fc4de3ce9600b74,SOF interrupt enable and clear macros.
https://github.com/djmuhlestein/fx2lib/commit/91cecdf2f4679ff4fa38d5a1ed3ce958a4561ed3,use a51 file extension instead of _asm.
https://github.com/djmuhlestein/fx2lib/commit/c58110f1e42cfece04380ff378a5612dc5026a7d,Updated to 2009 copyright.
https://github.com/djmuhlestein/fx2lib/commit/ccfe96aa774f6264549b8c3398b491df9b69ab39,"Updated docs version. dist target in Makefile.
dist archive to include docs and build lib."
https://github.com/djmuhlestein/fx2lib/commit/21b2f31baa2adf22b7633dd3a919e6fe8ab3b559,0.2 CHANGELOG
https://github.com/djmuhlestein/fx2lib/commit/7bf6e36d19f827da2a55c0744bd6e81d36659f50,Slightly better NULL definition.
https://github.com/djmuhlestein/fx2lib/commit/87093d7abf71b86b6d7257a66f0e128cd6a8d68b,Merge branch 'master' of git@github.com:mulicheng/fx2lib
https://github.com/djmuhlestein/fx2lib/commit/4f6f168d7f4cae2acd7e8e71c20c5dffa38aef89,New serial terminal example.
https://github.com/djmuhlestein/fx2lib/commit/0055ccc8f9f2f573ce9fe8868551f04e3e2309d7,Updated examples with new core api functions.
https://github.com/djmuhlestein/fx2lib/commit/bf1000ee9b61261ebc4051551faffa23ad87b024,documentation update
https://github.com/djmuhlestein/fx2lib/commit/6ca61a2aa5740fe2bd1b300a60765758aa1af1fb,Merge branch 'master' of ../nitro/lib/fx2lib
https://github.com/djmuhlestein/fx2lib/commit/a233f263e98c37c779bdcec3df9dd793cc169ca2,Bug in setupdat for full speed devices.
https://github.com/djmuhlestein/fx2lib/commit/ba78373095382e212a86ccf88446bda61ffcb101,updated i2c_write to use multiple buffers
https://github.com/djmuhlestein/fx2lib/commit/e353edd996f42a2fb84c18eac6c69cc6958222f5,Notes Update
https://github.com/djmuhlestein/fx2lib/commit/5ce883ddcea64b2c9ba26d7baeea8a9ab99f8e3b,Additional USBJT macro
https://github.com/djmuhlestein/fx2lib/commit/3dba0a5f59b23da84bcb7f827a21ade45fa6d25b,Added writeep0
https://github.com/djmuhlestein/fx2lib/commit/f7f9a85efdb20942f5263a0cd203c24330eb5406,"Touch up macros.  Add ep6, ep6ff"
https://github.com/djmuhlestein/fx2lib/commit/ea50db8eb87953245a9cccfc8a51eec4df2612cb,Slightly clean up Makefile/file names with .a51 instead of _asm
https://github.com/djmuhlestein/fx2lib/commit/d0743e2dd55cf9d5f966d68f128a7f62dc353f8e,"New Gpif macros.  Choose between setting gpif w/ 16 or 32 bit
transaction counts."
https://github.com/djmuhlestein/fx2lib/commit/204d667f8aea490bf527f94871f353e345e650b1,Optimization to handle hispeed and reset code from withing interrupts.
https://github.com/djmuhlestein/fx2lib/commit/4c97176da0a44460f71e35a25cc4e350ed523aa6,"Unconditionally renumerate for firmware that is being downloaded instead
of being loaded from a PROM"
https://github.com/djmuhlestein/fx2lib/commit/c36df9f1f2e0e6481f3880d3e980bfbff4d52c4d,"Additional macro for an unconditional RENUMERATE as well as additional
header documentation."
https://github.com/djmuhlestein/fx2lib/commit/a114ab417e723de4921d2626b70c6dd66809d28f,Additional debugging info in eeprom writing.
https://github.com/djmuhlestein/fx2lib/commit/2c6d59d2edb4481bb416613780d51aa07cda46f7,Updated eeprom example for newer hispeed function.
https://github.com/djmuhlestein/fx2lib/commit/aaf05afd5ad995703c6981963e1e221c0fb98c4f,Adding GPL and LGPL license files to project.
https://github.com/djmuhlestein/fx2lib/commit/b2fdc13f56d423c16e60eb53120911ce0cb6602c,Updated README
https://github.com/djmuhlestein/fx2lib/commit/d437b28416880260f99b16383b3b6c37bad80f69,Updated notes a little.
https://github.com/djmuhlestein/fx2lib/commit/2f4e170a95ebbd964d0a11d2e8481af1a412c74a,"New ihx2iic helper script.  Modified firmware example
to use ihx2iic"
https://github.com/djmuhlestein/fx2lib/commit/d6b047096d37a046376fffeb45a77b0342dc6110,Ignore build files.
https://github.com/djmuhlestein/fx2lib/commit/c62a01027dfda386049603847b00195a9cc7238f,Adding new framework files.
https://github.com/djmuhlestein/fx2lib/commit/718878e6449038397ad5de491537fa950ca22c07,"Enhance the RENUMERATE macro to properly not enumerate when loading from
an EEPROM"
https://github.com/djmuhlestein/fx2lib/commit/3da99c86bb0b06a54cfa333349c7e73442712168,"Additional support for suspend/wakeup.
Moved a few macros to more appropriate header files."
https://github.com/djmuhlestein/fx2lib/commit/b61c8f16d1dab497bde6cb2f3384bacc706713fc,i2c debug statement instead of printf.
https://github.com/djmuhlestein/fx2lib/commit/2d8626bc20e8a1f74f4520a935e5fe50e8b31418,Ability to pass extra flags to sdcc with SDCCFLAGS env variable.
https://github.com/djmuhlestein/fx2lib/commit/8d58b99a14aaadd7083dcc9430e425515674a14f,Add other speed to get_descriptor.
https://github.com/djmuhlestein/fx2lib/commit/43e44f5b2a628e0d4c9626e9f29e1f332a7d577b,don't printf in setupdat by default
https://github.com/djmuhlestein/fx2lib/commit/f625bb39eec6251cd154f742c9b53d0c5e5f1093,"Additional macro in setupdat.h (SETUP_TYPE).
Ignore iic files."
https://github.com/djmuhlestein/fx2lib/commit/d317bb16ad3cabc73aa3c93483c2e3f45897d20c,bix output in Makefile
https://github.com/djmuhlestein/fx2lib/commit/7eccd3c4b07c2c3161e0156d8ed8f9483a188914,"Modified the eeprom read/write routines to return FALSE if the i2c
read/write commands didn't work.
Also modified i2c_write to try again (similar to first implementation)
if no ACK received after writing the address.  I found the eeprom on the
development board sometimes does not ack the first time.  TRM says to
try again in this case.  A side effect of this is you need to make sure
you are writing to an address that exists or the command will block."
https://github.com/djmuhlestein/fx2lib/commit/8c975fa8241a82182fa0e357e0b6839821a96363,"Improvements to python bindings. (Allow vendor command variable
timeout.)
Added script fx2load to python package for convenience.
Added eeprom loading example that can read/write iic files from the
eeprom."
https://github.com/djmuhlestein/fx2lib/commit/6bca9c94dee103e153569ed1fc9f3da66ba3bb10,Fixed forgotten import on python example.
https://github.com/djmuhlestein/fx2lib/commit/61de673d8a3e79887d5497b39507e44b751f94d4,"Change i2c routines to return FALSE when ACKS not received instead of
looping."
https://github.com/djmuhlestein/fx2lib/commit/7b5e0e758a5d711556af8d7a1cb04e8b02b9f149,Documentation building work.
https://github.com/djmuhlestein/fx2lib/commit/af1712445623d0dbfb92c0defaa1e74c8d123180,Additional documentation compatible with doxygen.
https://github.com/djmuhlestein/fx2lib/commit/5bb2e9b192538a4ff6a0de6129aa3ba5c0a058a7,Api call to change libusb debug level.
https://github.com/djmuhlestein/fx2lib/commit/1ad99435f55817960b34b2d544905e6859157d7f,Macro GPIFDONE
https://github.com/djmuhlestein/fx2lib/commit/8dd97b5a1df0111ec54e26801b44405f2bcade16,Gpif2dat program.
https://github.com/djmuhlestein/fx2lib/commit/09b4e3e338b65fe5d8dfba9c2d19b5e75149ff98,remove incorrect target.
https://github.com/djmuhlestein/fx2lib/commit/eb40884ce2e9b809d4af1561e6344768738e9437,Example reset program.  Shows writing to eeprom.
https://github.com/djmuhlestein/fx2lib/commit/6207591c4d030a04b2bff7700fcc57a39dfe2001,Fix for MAKEWORD macro not working with inline conditional logic.
https://github.com/djmuhlestein/fx2lib/commit/f5540e435a8d5dc94376cd619aeca8880496d1c4,Change gpif_single_read/write to gpif_single_read16/write16
https://github.com/djmuhlestein/fx2lib/commit/1a70b5ec85a6919d50ecee8d9afd292a30f2a825,copyright headers on latest examples.
https://github.com/djmuhlestein/fx2lib/commit/c87775734b43caa6e9a5f873756b8bee6c0a3386,gpif_set_tc function
https://github.com/djmuhlestein/fx2lib/commit/82325530a40cf4b3902c8d8bb34118704a55a74d,i2c example.
https://github.com/djmuhlestein/fx2lib/commit/419d31dd887def56842918e4ccf86bbd425751bc,fix bulkloop example to reset endpoints correctly on set interface command.
https://github.com/djmuhlestein/fx2lib/commit/5cc0667b60743d3c8915b6de5fc5b971e4dbe072,Bulkloop example to demonstrate slightly more complex library routines.
https://github.com/djmuhlestein/fx2lib/commit/377d346d8d542f84874d6b38588f7ae9bee9242c,Addition USB jump table macros.
https://github.com/djmuhlestein/fx2lib/commit/244a4101585a65bc94f4fa5104ba6cd474fdbef2,Additional Fx2 delegates for libusb functions.
https://github.com/djmuhlestein/fx2lib/commit/9354b71d192e240e4869fd676e409c2383450bc6,gpif single write function.
https://github.com/djmuhlestein/fx2lib/commit/92b0260719fd4d9cabff289936d783c8a43c7350,Smaller readme.  Notes file.
https://github.com/djmuhlestein/fx2lib/commit/642831e04d2f0327b8f61dc532333cf3f8f7a4ca,ignore file.
https://github.com/djmuhlestein/fx2lib/commit/9581c2c36c4d0a758a0529303c60491c51310fab,added set_interface to fx2
https://github.com/djmuhlestein/fx2lib/commit/81875addd3c6d0a04b00518a757635430b6a7c80,Minor tweaks.
https://github.com/djmuhlestein/fx2lib/commit/871adc12a9de3a284251c0d4700d6c7e59721d8d,Copyright Notice on Examples
https://github.com/djmuhlestein/fx2lib/commit/9e5df501069d74553287de233f3946363e5cf678,RESETFIFO macro and notes.
