;repo_name; repo_url; url_commit; message
;react-native-pathjs-charts;https://api.github.com/repos/capitalone/react-native-pathjs-charts;https://github.com/capitalone/react-native-pathjs-charts/commit/032eccf703a48169e70c345040ae1b6678766d56;Update test snapshots to match current state (#222)
;react-native-pathjs-charts;https://api.github.com/repos/capitalone/react-native-pathjs-charts;https://github.com/capitalone/react-native-pathjs-charts/commit/3c428a7cf9bcb1146ae5ed25d566d731593186cc;Upgrade to latest rn and rnsvg dependencies and general cleanup (#210)
;react-native-pathjs-charts;https://api.github.com/repos/capitalone/react-native-pathjs-charts;https://github.com/capitalone/react-native-pathjs-charts/commit/88b76ce826cc80da51c005a6ba70876b5d346a0a;"Feature/improve smoothline chart (#183)

* Add strokeDasharray

Allow functions as options to specify per graph settings.

* Display points over graph

* Fix tests

* Add dynamicLineRendering test"
;react-native-pathjs-charts;https://api.github.com/repos/capitalone/react-native-pathjs-charts;https://github.com/capitalone/react-native-pathjs-charts/commit/17c91985abb5980354851ed488fd13165f99b3b8;Fixing circle config and tests
;motion;https://api.github.com/repos/framer/motion;https://github.com/framer/motion/commit/856b23c25af7450568399a1e0c8b738f30dd8c25;"Fixing layout with <svg /> tag (#1527)

* Latest

* Updating changelog

* Updating changelog

* Updating projection tests"
;motion;https://api.github.com/repos/framer/motion;https://github.com/framer/motion/commit/9699487e33e6532c9dcc656c778eaac8451e6fd8;Fixing tabs test
;motion;https://api.github.com/repos/framer/motion;https://github.com/framer/motion/commit/f9e8e8d052a7ae8961f1fb81ba5dfac68b913261;Latest
;motion;https://api.github.com/repos/framer/motion;https://github.com/framer/motion/commit/16ec6feb5db051ce3450f4a0bd345b86abcd22c4;Latest
;re-frame;https://api.github.com/repos/day8/re-frame;https://github.com/day8/re-frame/commit/7feb729948b209b5576aaba4f146240293200063;"Feature Request: Syntactic sugar for trivial reg-sub declarations. (#634)

* Added syntactic sugar to reg-sub to allow submission of functions that only take input signals or input signals and data in query vector.

* Added tests for both computation function syntactic sugar options

* Restore package.json to original content after accidental add

* Add first pass for updated reg-sub docstring

* Added more error checking into the reg-sub implementation

* Reset config files to original

* Update docs"
;angular;https://api.github.com/repos/angular/angular;https://github.com/angular/angular/commit/9c1735bdde9076bb50aea6fef8af0a0f577471c4;"fix(core): set correct context for inject() for component ctors (#45991)

The `inject()` function was introduced with Ivy to support imperative
injection in factory/constructor contexts, such as directive or service
constructors as well as factory functions defined in `@Injectable` or
`InjectionToken`. However, `inject()` in a component/directive constructor
did not work due to a flaw in the logic for creating the internal factory
for components/directives.

The original intention of this logic was to keep `ɵɵdirectiveInject` tree-
shakable for applications which don't use any component-level DI. However,
this breaks the `inject()` functionality for component/directive
constructors.

This commit fixes that issue and adds tests for all the various cases in
which `inject()` should function. As a result `ɵɵdirectiveInject` is no
longer tree-shakable, but that's totally acceptable as any application that
uses `*ngIf` or `*ngFor` already contains this function. It's possible to
change how `inject()` works to restore this tree-shakability if needed.

PR Close #45991"
;angular;https://api.github.com/repos/angular/angular;https://github.com/angular/angular/commit/eb3c96e7b183642f4624c2148e6fcc5fca298e1d;"test(core): reset Testability getter after each test (#45947)

This commit updates the Testability-related tests to reset the testability getter class after each test to avoid leaking the state between tests. This should improve the stability of the testability tests that are currently flaky on CI.

PR Close #45947"
;angular;https://api.github.com/repos/angular/angular;https://github.com/angular/angular/commit/3165fa3f4e439def8815870a217075e35c2684cb;"perf(platform-browser): avoid including Testability by default in `bootstrapApplication` (#45885)

The Testability-related logic was refactored in https://github.com/angular/angular/pull/45657 to become tree-shaking-friendly: it was decoupled from the core providers of the `BrowserModule`. This commit updates the newly-introduced `bootstrapApplication` function to exclude Testability-providers by default (note: the Testability is still included in the NgModule-based bootstrap).

In order to add the Testability to the app bootstrapped via `bootstrapApplication`, the `provideProtractorTestingSupport` function is introduced.

PR Close #45885"
;angular;https://api.github.com/repos/angular/angular;https://github.com/angular/angular/commit/74321a45a02b29eb8ee5007f7cbd77a9346db22c;"refactor(core): remove ManualOnPush change detection (#45943)

We've had a TODO to expose ManualOnPush for a long time, but it hasn't moved since then. These changes remove it since it would be easy to re-introduce if we wanted to, it frees up an extra space in the flags bitmap and it removes some `render3` tests that we won't have to migrate to `TestBed`.

PR Close #45943"
;angular;https://api.github.com/repos/angulardart/angular;https://github.com/angulardart/angular/commit/bf8c047e05c6ef2285fae38c18c9881ba1b9e8cb;Prepare to release angular_test v4.0.0
;angular;https://api.github.com/repos/scalyr/angular;https://github.com/scalyr/angular/commit/8ce4e828837161f987c67f9d063f5aeee60d353b;Updated testing scripts to use latest stable karma build.
;angular;https://api.github.com/repos/ui-router/angular;https://github.com/ui-router/angular/commit/bdd28cdc46f896273e6a45e8b154032f5e3f5eb0;chore: fix test-angular-versions/ng13 by ignoring broken avj peerDependency
;angular;https://api.github.com/repos/ui-router/angular;https://github.com/ui-router/angular/commit/7284e3d5a9530a0df4d6061aa45b753776bcb5e3;chore(ng13): update tests for typescript and angular versions
;angular;https://api.github.com/repos/ui-router/angular;https://github.com/ui-router/angular/commit/2c2d1c07730c078b5a7fa1df3ad068d59da92d02;chore(ng13): Add helper to scaffold new tests for angular and typescript versions
;angular;https://api.github.com/repos/ui-router/angular;https://github.com/ui-router/angular/commit/b2b9ce2697c63fcdaa558ef3df9dc78fefad79b6;chore(ng13): remove unused getter in test
;angular;https://api.github.com/repos/ui-router/angular;https://github.com/ui-router/angular/commit/eec7bcbbad7920fdc5816e2a6a27c62719b0322d;chore(ng13): migrate tests to latest jest, etc
;angular;https://api.github.com/repos/ui-router/angular;https://github.com/ui-router/angular/commit/2dff8588b41767fe815893fd738546cb21934087;"refactor: remove unsupported Angular imports (#950)

* refactor: Remove unsupported imports from Angular

Angular v13 removes the deprecated `loadChildren: string` syntax as well
as the supporting `NgModuleFactoryLoader` and `SystemJsNgModuleLoader`.
This commit simply removes those imports and providers. None of the
examples or tests appear to be using the `loadChildren: string` syntax.
In fact, the `Ng2StateDeclaration.loadChildren` does not even have
`string` as a valid type in `ModuleTypeCallback`.

See https://github.com/angular/angular/commit/361273fad5030c900c83d333a779f6edbe20c688

fixes https://github.com/ui-router/angular/issues/949

* fixup! refactor: Remove unsupported imports from Angular"
;angular.js;https://api.github.com/repos/angular/angular.js;https://github.com/angular/angular.js/commit/fb04e424bb0826c07090fa4cac91b6fbe7108b18;"test(Angular): fix `angularInit()` tests on Safari v15+

Previously, the `angularInit()` tests assumed that the Safari browser
uses the `safari-extension:` protocol for browser extension URLs. This
is true for versions <15. However, since v15, Safari on iOS only
recognizes the `chrome-extension:` protocol, which causes the tests to
fail ([example failure][1]).

This commit updates the tests to use the correct protocol according to
the version of Safari used.

NOTE:
On macOS, Safari v15+ recognizes both `safari-extension:` and
`chrome-extension:`, so it is OK to always use the later with Safari
v15+ (regardless of the platform).

[1]: https://circleci.com/gh/angular/angular.js/3527

Co-authored-by: George Kalpakas <kalpakas.g@gmail.com>

Closes #17166"
;angular.js;https://api.github.com/repos/angular/angular.js;https://github.com/angular/angular.js/commit/6a52c4f90cc661c0605cd98e6cb04455ba913f58;"test(input): fix tests on Firefox v93+

Since version 93, Firefox started more closely following the spec on
formatting `datetime-local` input values by removing trailing zeros from
the string representation of the value. This causes some of our tests to
fail ([example failure][1]).

For example, a value is reported by Firefox as `2009-01-06T16:25` while
the tests expect `2009-01-06T16:25:00.000`. I.e. Firefox started leaving
out seconds/milliseconds if they are zero.

According to [MDN][2], this is the correct behavior according to the
spec. Indeed the spec says that [if the value of the element is a valid
local date and time string, then it must be set to a **valid normalized
local date and time string**][3], where **valid normalized local date
and time string** is [defined as consisting of][4]:
> - A valid date string representing the date.
> - A U+0054 LATIN CAPITAL LETTER T character (T).
> - A valid time string representing the time, expressed as the
>   **shortest possible string** for the given time (e.g. **omitting the
>   seconds component** entirely if the given time is zero seconds past
>   the minute).

This commit fixes the relevant tests by explicitly specifying non-zero
values for seconds and milliseconds.

[1]: https://circleci.com/gh/angular/angular.js/3527
[2]: https://developer.mozilla.org/en-US/docs/Web/HTML/Date_and_time_formats
  #local_date_and_time_strings
[3]: https://html.spec.whatwg.org/multipage/input.html
  #local-date-and-time-state-(type=datetime-local)
[4]: https://html.spec.whatwg.org/multipage/common-microsyntaxes.html
  #concept-datetime-local

Co-authored-by: George Kalpakas <kalpakas.g@gmail.com>"
;angular.js;https://api.github.com/repos/angular/angular.js;https://github.com/angular/angular.js/commit/56b0ee32756d9ac7ab39145e6c6df656fa649c07;"chore(e2e): run tests against Chrome 91 on macOS Catalina

Closes #17144"
;angular.js;https://api.github.com/repos/angular/angular.js;https://github.com/angular/angular.js/commit/58cd89742029291a30678bfe440fad958c9a0275;"chore(e2e): run tests against Firefox 85 on macOS Catalina

Closes #17142"
;angular.js;https://api.github.com/repos/angular/angular.js;https://github.com/angular/angular.js/commit/63d613fccfecde3078ef7302a681abba412cc270;"fix(code.angularjs.org): correctly re-construct paths on Windows in `sendStoredFile()`

Previously, the `sendStoredFile()` Firebase function used `.split('/')`
to split the request path into segments and later used `path.join()` to
join them back together. This worked fine on *nix based systems, which
use `/` as the path separator. On Windows, however, where `\` is the
path separator, the re-constructed paths could not be retrieved from the
Google Cloud Storage bucket. This prevented the Firebase emulators from
working correctly when testing the function locally on Windows.

This commit fixes the issue by using `.join('/')` to join the path
segments back together.

Closes #17114"
;angular.js;https://api.github.com/repos/angular/angular.js;https://github.com/angular/angular.js/commit/ed7d506b7d4bc026d5645ef43ee60fbd59b35eee;"chore(build): update Firebase dependencies to latest versions

This commit updates `firebase-admin`, `firebase-functions` and
`firebase-tools` to latest versions to take advantage of the most recent
fixes and improvements."
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/d00ab1c86338167617684f7b3e7348bf01f22dc7;"test: update standalone test to add Protractor testing support

After https://github.com/angular/angular/pull/45885, testability now needs to be explicitly added to `bootstrapApplication()`.

(cherry picked from commit 329a2a3798c1d5e60a7c6b165e9da2b9040c223b)"
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/aa30bb156d0960c6567af46c1d0efd83323f7b94;test: use random ports for local verdaccio npm servers
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/b5758acd8f4024010769473e6780b8b6a23d37b1;"ci: disable redundant Angular bot size check

The E2E test suite contains a production build test (`build/prod-build`) that performs
a size comparison check to ensure a production build of a newly generated application
stays within 10% of a predefined value (currently 124,000 bytes).
As a result of this preexisting check, the need to perform another check that involves
the added complexity of Github status hooks and API calls is currently not needed."
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/d51e63b26b95d10076589fecb1be749176fcbd13;"test: add a minimal standalone component application E2E test

A new E2E test has been added that updates a newly generated application to use a standalone component that
is bootstrapped with the newly introduced `bootstrapApplication` API. This test is intended to check that
the minimal functionality for a standalone-based application functions with the Angular CLI. More expansive
tests will be added as standalone features and capabilities are introduced within the Angular CLI."
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/e72fbcdfacbb04a129a23c4be1b165499d8a416b;test: allow Artistic-2.0 license
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/c99f43c7b6148dd509bebb0f1303eef45ee30b9e;"test: use node-fetch package in E2E tests instead of custom request helper utility

The http E2E helper utility module is now unused within the E2E tests and can be removed.
This also removes usage of the `request` package which is not an actual dependency of the project."
;angular-cli;https://api.github.com/repos/angular/angular-cli;https://github.com/angular/angular-cli/commit/1b2b8d96e55de0920dfe3e7921ee29cfdf22ce3e;"refactor(@schematics/angular): track E2E ts-node version with latest-versions utility

This change allows renovate to automatically manage the dependency updates for the `ts-node` package used by the E2E schematic."
;Angular;https://api.github.com/repos/mattmcfad/Angular;https://github.com/mattmcfad/Angular/commit/83711f86105d894842eeb6fc7ec2b24626d422e1;step1-2added angular.js file and test it works
;angular-seed;https://api.github.com/repos/angular/angular-seed;https://github.com/angular/angular-seed/commit/21a3c938fbe982130c0ddab4f49f28fc39a49270;"docs(README.md): mention how to upgrade to latest versions

Fixes #439"
;angular-seed;https://api.github.com/repos/angular/angular-seed;https://github.com/angular/angular-seed/commit/5ff1cb47de7ce08c280dd1e122cf7548b039e2c0;"chore(travis): use headless Chrome in tests

Closes #444"
;angular-seed;https://api.github.com/repos/angular/angular-seed;https://github.com/angular/angular-seed/commit/4079e612c7778ae5564507b9ba04a3bd00514912;"chore(travis): simplify and improve config

Includes the following changes:
- Run tests on macOS and Windows as well.
- Run tests against the current Node.js LTS version (v10.x).
- Cache npm cache directory between builds."
;angular-seed;https://api.github.com/repos/angular/angular-seed;https://github.com/angular/angular-seed/commit/b2cef7b696dd2432409e6bfaf7b0105b66e8528b;chore(*): upgrade all dependencies to latest versions
;angular-seed;https://api.github.com/repos/angular/angular-seed;https://github.com/angular/angular-seed/commit/28398f1bc3337548bcd44509275b29defd4c2d72;"docs(README): update for consistenty (""End to End"" --> ""end-to-end"")

This test refers to general end-to-end tests.

Closes #235"
;angular-starter;https://api.github.com/repos/PatrickJS/angular-starter;https://github.com/PatrickJS/angular-starter/commit/8ba05f7f3b4150154c0a94f694cae483ced78954;"Migration to Angular 6, RxJs 6 and Webpack 4 (#2019)

* AoT and JIT builds complete successfully

* Upgraded @ngtools/webpack to latest beta.

* Fixed warnings, removed deprecated plugins, replaced npm run clean:dist and clean:aot with direct rimraf calls to speed up the script execution

* Govinda Alwani : Upgraded HtmlElementsPlugin to support webpack 4.

* Updateing angular 6 and ficing webpack issues and rxjs issue.

* using RXJS lettable

* Update README.md

* Updating Angular latest and webpack latest

* Updated lock file

* Corrected package-lock.json

* Got rid of outdated ngcWebpackPlugin. Instead using native AngularCompilerPlugin directly.

* Added RxJs TSLint rules

* Clean-up, refactoring, re-enabled disabled TSLint rules

* Partially reverting previous change as it causes one of e2e tests to fail for no apparent reason... Have to be investigated."
;angular-starter;https://api.github.com/repos/PatrickJS/angular-starter;https://github.com/PatrickJS/angular-starter/commit/8936c616bf6096c41e90223f5b78794b816db804;"Improve production build speed (#2004)

* Update readme to reflect the latest updates of project

* Replace inactive `inline-manifest-webpack-plugin` with the maintained fork `webpack-inline-manifest-plugin`, version 4.0.0 is for webpack 3, version 4.0.1+ for webpack 4+

* Minor updates for package dependencies

* Minor updates for package dependencies

* Disable sourceMap by default for prod build and provide EVN option to enable it

* minor change by providing uglify cache to improve build process for prod

* Because of npm 5 and yarn, no need to force cache clean, verify should be enough

* Update dependencies"
;angular-starter;https://api.github.com/repos/PatrickJS/angular-starter;https://github.com/PatrickJS/angular-starter/commit/fc78b44c4923c31f5ca3626399103b23817a3519;Update readme to reflect the latest updates of project
;angular-starter;https://api.github.com/repos/PatrickJS/angular-starter;https://github.com/PatrickJS/angular-starter/commit/9347a6f99a0b7ca7856ce0ba79ed09968e837d1a;Fix to karma reporter reporting twice amount of executed tests (#1996)
;angular-starter;https://api.github.com/repos/PatrickJS/angular-starter;https://github.com/PatrickJS/angular-starter/commit/70101ad926e7971196bbb144e8afd0a5bdb32cad;Fixing test script that fail if npm modules contains styles and these styles having urls (like background image)
;angular-starter;https://api.github.com/repos/PatrickJS/angular-starter;https://github.com/PatrickJS/angular-starter/commit/7aace3a2dc48c452fec60c2c345b1cb4a5655fb3;"Update build process:
* To get the config from .json files, this should support multi environment with different config (dev, test, stage and prod as fro example)
* Getting Google Tag Manager to index page by config file, if it is missing it will not add <sccript> tag to index page (this is replacing Google Analytics)"
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/381a339b5f13a2809681e078c1112c2941338e6d;"step-13 REST and Custom Services

- Replace `$http` with `$resource`.
- Create a custom `Phone` service that represents the RESTful client.
- Use a custom Jasmine equality tester in unit tests to ignore irrelevant properties."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/e9e8dbb71d003df94de5f1df8f47217ab6c787ec;"step-12 Event Handlers

- Make the thumbnail images in the phone detail view clickable:
  - Introduce a `mainImageUrl` property on `PhoneDetailController`.
  - Implement the `setImage()` method for changing the main image.
  - Use `ngClick` on the thumbnails to register a handler that changes the main image.
  - Add an end-to-end test for this feature."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/8d959b8cb84484c39884a1c3eb780c956f082144;"step-11 Custom Filters

- Implement a custom `checkmark` filter.
- Update the `phoneDetail` template to use the `checkmark` filter.
- Add a unit test for the `checkmark` filter."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/e9663e6b5a67ac64d807de7c94c95ac47f96e782;"step-8 Templating Links & Images

- Add a phone image and links to phone pages.
- Add an end-to-end test that verifies the phone links.
- Tweak the CSS to style the page just a notch."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/0adc1e0afafd10ee83c541d5e3a303160f63c45b;"step-6 Two-way Data Binding

- Add an `age` property to the phone model.
- Add a drop-down menu to control the phone list order.
- Override the default order value in controller.
- Add unit and end-to-end tests for this feature.

Closes #213"
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/e6daba0a106b6e86d5d3dbdcd2e81fb070e40a7e;"step-5 Filtering Repeaters

- Add a search box to demonstrate:
  - How the data-binding works on input fields.
  - How to use the `filter` filter.
  - How `ngRepeat` automatically shrinks and grows the number of phones in the view.
- Add an end-to-end test to:
  - Show how end-to-end tests are written and used.
  - Prove that the search box and the repeater are correctly wired together."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/43086f46f025be6aea2db0a2a366732c5dacefc5;"step-3 Components

- Introduce components.
- Combine the controller and the template into a reusable, isolated `phoneList` component.
- Refactor the application and tests to use the `phoneList` component."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/9f91b6de59b45903dda26a083e14e4498650ea5d;"step-2 AngularJS Templates

- Convert the static phone list to dynamic by:
  - Creating a `PhoneListController` controller.
  - Extracting the data from HTML into the controller as an in-memory dataset.
  - Converting the static document into a template with the use of the `ngRepeat` directive.
- Add a simple unit test for the `PhoneListController` controller to show how to write tests and
  run them using Karma (see README.md for instructions)."
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/cc7ccf678f263832a0435487c45f46802a2e8499;chore(package): ensure `pretest` script is run on `test-single-run`
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/68802ca5bf95b23a83e046c0231016b1c84af472;chore: upgrade Node.js to latest LTS (10.x)
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/6046bbbbdd6f34be4a73ba51ee87fb023220155b;chore(scripts): fix `test-all` script for PRs
;angular-phonecat;https://api.github.com/repos/angular/angular-phonecat;https://github.com/angular/angular-phonecat/commit/65bbbfd8e56196dc50d4e2adab0208a3bdeb1c63;"chore(.travis.yml): fix e2e tests on Travis (run on latest Chrome)

Previously, the E2E tests would always fail/not run on Travis, because the current version of
WebDriver requires a newer version of Chrome than the one installed on the VM."
;AngularJS-Learning;https://api.github.com/repos/jmcunningham/AngularJS-Learning;https://github.com/jmcunningham/AngularJS-Learning/commit/1ed37f06afbee9efe7223692bae080ec468b2c7c;Reorder Testing section
;angular-app;https://api.github.com/repos/angular-app/angular-app;https://github.com/angular-app/angular-app/commit/35901b1bc7b69ebd44eafcf3836fb40a0fbfed50;chore(package.json): update rewire to latest
;angular-styleguide;https://api.github.com/repos/johnpapa/angular-styleguide;https://github.com/johnpapa/angular-styleguide/commit/25a1077633906423df888e7e648643151f4e2de5;"update angular 1 karma test runner code snippet to following updated karma api (#756)

thanks!"
;angular;https://api.github.com/repos/matheo/angular;https://github.com/matheo/angular/commit/a659ca62df25dacfe117a1841aff07e05d3fdba8;build: nx update latest
;components;https://api.github.com/repos/angular/components;https://github.com/angular/components/commit/fd83feaf32d6c9eaef647c85c2ab9bf89039699e;"build: update to Angular 14 RC, TypeScript 4.7 RC and MDC 15 (#24912)

Bumps up our versions of Angular, TypeScript and MDC to the latest."
;components;https://api.github.com/repos/angular/components;https://github.com/angular/components/commit/5f4d7e2ee70c4451ce3eaf6f6905db7d17d3a7ce;"fix(material/datepicker): add ability to have numeric zero value in input (#24813)

* fix(material/datepicker): add ability to have numeric zero value in input

Shows valid formatted value for 'falsy' values (exp 0)
Custom DateAdapter (exp TimestampDateAdapter) can have valid numeric 0 value (for timestamp it is 1/1/1970), but datepicker input doesn't show formatted value

* fix(material/datepicker): add ability to have numeric zero value in input

Add tests"
;components;https://api.github.com/repos/angular/components;https://github.com/angular/components/commit/9c38c2bb99e43e73ba9e8dc2007c121594347d88;"build: update to latest Angular version

Bumps the repo up to the latest versions of the various Angular dependencies."
;angularfire;https://api.github.com/repos/angular/angularfire;https://github.com/angular/angularfire/commit/a6abd1d961d18b5c32d6f56fb2f47b251934d6af;"Update Firebase, make it a dep rather than peer (#3159)

* Update Firebase, wrap the storage APIs introduced in 9.5
* Move rxfire and firebase to dep, rather than peers, to better model the NPM requirements for wrapping
* Bump minor, changelog
* Mark firebase-tools 10 peer as compatible
* Clean up the test suite
* Drop the .proto references from firestore-protos and mark as deprecated"
;angularfire;https://api.github.com/repos/angular/angularfire;https://github.com/angular/angularfire/commit/4c877b146daf3dfff4d04d45ab49b2655872aab6;chore(tests): Add firebase-tools 10 to the matrix (#3157)
;angularfire;https://api.github.com/repos/angular/angularfire;https://github.com/angular/angularfire/commit/390691bb8d718fc1ffa3ebd33e1a191a522e4c18;"feat(core): NG13 peer (#3057)

* Bump version
* Bump deps
* Clean up deps a bit more
* Support ng13
* upgrade samples
* Switch tools/jasmine.js to imports
* Drop webpack resolution
* Drop the failing tests for now
* changelog"
;angularfire;https://api.github.com/repos/angular/angularfire;https://github.com/angular/angularfire/commit/bea9d6774ce455d50363f9844ea48c32d6c37eb6;"chore(release): Fix hang in the test suite (#3005)

* Check for file existence before `npm install` on deploy, this was hanging up in some test environments
* Prefer absolute paths on the deploy pipeline
* Fix `ng add` stalling if you don't select any options"
;angularfire;https://api.github.com/repos/angular/angularfire;https://github.com/angular/angularfire/commit/3ae6ce5dff0da50fea456d9c926d360cc50f05d3;"feat(auth-guard): Adding in modular auth guards (#3001)

* Adding modular auth guards
* Flushing out some basic tests
* Refactored how `isSupported` is handled
* Firestore wasn't passing the injector, need tests for this too
* Fixed the version check on firebase-tools
* Fixed firebase-tools project creation
* Cleaned up some of the error messaging"
;angularfire;https://api.github.com/repos/angular/angularfire;https://github.com/angular/angularfire/commit/c0df294c1446414d8dfadc264bb26427ff5a4fe2;"chore(deps): More tests & mark rxjs 7 peer (#2998)

* Mark rxjs 7 peer
* Flush out the matrix tests
* Add canary tests

Fixes #2980"
;angularUtils;https://api.github.com/repos/michaelbromley/angularUtils;https://github.com/michaelbromley/angularUtils/commit/274f5c9cdc3eec460212445bd742d65d5ae2c212;Disable flaky dirDisqus tests
;angular-translate;https://api.github.com/repos/angular-translate/angular-translate;https://github.com/angular-translate/angular-translate/commit/8b546281717daf9d62bdcbe8b5cbfb1db7401b91;test(directive): handle AJS 1.8 difference
;angular-translate;https://api.github.com/repos/angular-translate/angular-translate;https://github.com/angular-translate/angular-translate/commit/a8a17ff915ba72697f3975faea3bfd07fda61408;feat(): add test scope for AngularJS 1.8
;angular-translate;https://api.github.com/repos/angular-translate/angular-translate;https://github.com/angular-translate/angular-translate/commit/ec00d0cb1ed2ecd372d8fa1cbc5d28dddc95c07a;chore(): update internal stack to Node.js 12.14 (latest LTS)
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/1ad7120e05f89cd2d34f1e614594a2d0a6a3c4de;test(pagination): add test case for the null 'size' value
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/b506218895df4dcbbcabd19ab715d2d969563b86;test(offcanvas): fix animation timings for tests (#4315)
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/f16d802b447165e710a83c922391dbd1345a4170;test(offcanvas): typo in e2e component template
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/7ac1d7c0c00af69c5fe0d4311fd1b2c1276ae4c6;test(offcanvas): add e2e tests for offcanvas demo
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/d99b59edbc6da7f4a962b770209d7dd75c15e0f7;test(offcanvas): add e2e tests for offcanvas
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/f05c611907bb758e8539c694f6621648c3672d76;"test(offcanvas): add tests for offcanvas

also add the missing methods to the service"
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/a787349ca5f2f0de26eb09a6354b8c8f210f9621;"test(offcanvas): add tests for offcanvas config

also set the default value of position to 'start', since that's the effective default, to be consistent, and in order for the default value to be documented."
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/b75ec2b73a0ff082ef5f5fa076e6e6f7cc769d92;test(offcanvas): add tests for offcanvas backdrop
;ng-bootstrap;https://api.github.com/repos/ng-bootstrap/ng-bootstrap;https://github.com/ng-bootstrap/ng-bootstrap/commit/0f9cb317d46a8c7360a7a5ef70c86341bc770f53;"fix(offcanvas): add missing aria-describedby

and add tests for the offcanvas panel"
;material;https://api.github.com/repos/angular/material;https://github.com/angular/material/commit/625adc53307d39463de03ff41d1bf981f6fbcb54;"chore(sass): fix module builds

- fixes module builds broken by PR https://github.com/angular/material/pull/12112
- break module imports out into a separate file since it behaves differently than
  Sass variables.
- add a new `hoistScssAtUseStatements()` function to deduplicates @use statements
  and move them to the top as required by Sass.
- start testing the module and closure builds for every PR and don't let breaking
  changes get to `master` before we find them.
- update CircleCI NodeJS image and comments about where to find new images
- update caniuse-lite"
;material;https://api.github.com/repos/angular/material;https://github.com/angular/material/commit/441a9127676ba4a28aa0c5bc18a70c09815c7221;"docs(api): fix API docs rendering

- Use a resolution override for `marked` to be compatible with latest dgeni-packages
- before: found 64 vulnerabilities (1 low, 43 moderate, 17 high, 3 critical)
- after: found 51 vulnerabilities (1 low, 30 moderate, 17 high, 3 critical)
- fix some npm audit issues

Relates to https://github.com/angular/angular.js/issues/17163. Relates to #11881. Relates to #12111."
;material;https://api.github.com/repos/angular/material;https://github.com/angular/material/commit/17cc35dd31d2f9a6ee65fe6e9a98a08e02c7c1f0;"chore: use ES6+ linting in test/, gulp/, and config/

- start running ESLint on files in test/
- fix some lint issues
- clang-format files in test/"
;material;https://api.github.com/repos/angular/material;https://github.com/angular/material/commit/b6e682606670190cbe9220a8c513b172bfa42aac;"docs(home): remove details about current dev efforts

- add a missing semicolon to a test"
